/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_157.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_157.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_157.jpg,0,1,0,30.18233
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_233.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_233.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_233.jpg,0,1,0,30.18725
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_300.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_300.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_300.jpg,0,1,0,30.19037
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_368.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_368.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_368.jpg,0,1,0,30.19095
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_443.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_443.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_443.jpg,0,1,0,30.19043
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_517.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_517.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_517.jpg,0,1,0,30.19016
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_592.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_592.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_592.jpg,0,1,0,30.18998
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_665.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_665.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_665.jpg,0,1,0,30.18992
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_734.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_734.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_734.jpg,0,1,0,30.18991
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_803.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_803.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_803.jpg,0,1,0,30.18987
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_871.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_871.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_871.jpg,0,1,0,30.18989
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_50_939.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_50_939.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_50_939.jpg,0,1,0,30.1899
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_011.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_011.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_011.jpg,0,1,0,30.18988
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_087.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_087.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_087.jpg,0,1,0,30.18988
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_158.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_158.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_158.jpg,0,1,0,30.18988
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_225.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_225.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_225.jpg,0,1,0,30.18989
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_298.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_298.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_298.jpg,0,1,0,30.18988
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_367.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_367.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_367.jpg,0,1,0,30.18988
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_438.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_438.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_438.jpg,0,1,0,30.18989
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_509.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_509.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_509.jpg,0,1,0,30.18989
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_579.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_579.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_579.jpg,0,1,0,30.1899
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_652.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_652.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_652.jpg,0,1,0,30.18989
/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/center_2017_10_17_20_24_51_720.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/left_2017_10_17_20_24_51_720.jpg,/Users/egar/Dev/SelfDrivingCars/projects/Project03/attemp2/IMG/right_2017_10_17_20_24_51_720.jpg,0,1,0,30.18989
